repayment_period,date_disbursed,date_repaid,loan_id,borrower_id,loan_amount
3,2020-02-08,2020-05-08,1517,1517,7234.308
1,2020-01-26,2020-02-26,1518,1518,8897.699142857142
1,2020-03-16,2020-04-16,1519,1519,6630.916833333333
1,2020-02-05,2020-03-05,1520,1520,10290.815833333334
3,2020-02-29,2020-05-29,1521,1521,6508.467000000001
1,2020-03-15,2020-04-15,1522,1522,10288.154999999999
1,2020-03-12,2020-04-12,1523,1523,10596.3516
1,2020-03-31,2020-04-30,1524,1524,9527.220428571429
1,2020-03-10,2020-04-10,1525,1525,11916.033214285713
1,2020-03-03,2020-04-03,1526,1526,13603.029749999998
2,2020-02-21,2020-04-21,1527,1527,9053.9472
1,2020-02-10,2020-03-10,1528,1528,8839.398200000001
2,2020-01-02,2020-03-02,1529,1529,10012.968428571427
1,2020-03-17,2020-04-17,1530,1530,12149.18475
1,2020-02-01,2020-03-01,1531,1531,7385.779799999999
1,2020-01-14,2020-02-14,1532,1532,5244.090499999999
1,2020-02-09,2020-03-09,1533,1533,8564.494142857142
1,2020-03-09,2020-04-09,1534,1534,9904.891999999998
1,2020-03-23,2020-04-23,1535,1535,7231.836
2,2020-03-26,2020-05-26,1536,1536,10216.034399999999
2,2020-03-18,2020-05-18,1537,1537,9691.846800000001
2,2020-02-06,2020-04-06,1538,1538,6605.415749999999
1,2020-01-28,2020-02-28,1539,1539,8747.495714285713
1,2020-03-15,2020-04-15,1540,1540,11087.6307
1,2020-03-16,2020-04-16,1541,1541,8932.5308
1,2020-02-29,2020-03-29,1542,1542,11818.09125
1,2020-02-10,2020-03-10,1543,1543,10998.154599999998
1,2020-01-30,2020-02-29,1544,1544,10718.4375
1,2020-03-07,2020-04-07,1545,1545,11857.58145
1,2020-01-12,2020-02-12,1546,1546,9618.5211
1,2020-02-08,2020-03-08,1547,1547,5177.260666666667
3,2020-02-17,2020-05-17,1548,1548,11163.551999999998
1,2020-03-23,2020-04-23,1549,1549,10618.5069
1,2020-02-06,2020-03-06,1550,1550,15534.871999999998
3,2020-01-01,2020-04-01,1551,1551,7818.678499999999
2,2020-03-01,2020-05-01,1552,1552,13588.815750000002
1,2020-03-28,2020-04-28,1553,1553,9254.137999999999
1,2020-02-26,2020-03-26,1554,1554,12667.37775
2,2020-03-11,2020-05-11,1555,1555,10884.01
1,2020-01-10,2020-02-10,1556,1556,10966.2555
1,2020-03-06,2020-04-06,1557,1557,10408.716499999999
1,2020-02-23,2020-03-23,1558,1558,12455.687
2,2020-02-06,2020-04-06,1559,1559,5116.777349999999
1,2020-03-18,2020-04-18,1560,1560,8524.1667
1,2020-01-26,2020-02-26,1561,1561,4849.136999999999
1,2020-03-24,2020-04-24,1562,1562,4078.9030000000002
3,2020-03-29,2020-06-29,1563,1563,6175.2105
1,2020-03-13,2020-04-13,1564,1564,8824.962749999999
1,2020-01-23,2020-02-23,1565,1565,9589.01675
1,2020-03-06,2020-04-06,1566,1566,11565.6125
1,2020-02-07,2020-03-07,1567,1567,12256.5365
1,2020-01-28,2020-02-28,1568,1568,9141.8886
1,2020-02-26,2020-03-26,1569,1569,2788.004
1,2020-02-29,2020-03-29,1570,1570,11895.0065
1,2020-03-20,2020-04-20,1571,1571,11078.731499999998
1,2020-03-13,2020-04-13,1572,1572,7917.5070000000005
2,2020-02-06,2020-04-06,1573,1573,8134.160142857143
1,2020-03-01,2020-04-01,1574,1574,6811.3385
1,2020-02-24,2020-03-24,1575,1575,11115.270749999998
2,2020-01-31,2020-03-31,1576,1576,6984.91925
2,2020-03-08,2020-05-08,1577,1577,11866.8875
1,2020-01-06,2020-02-06,1578,1578,11690.525749999999
2,2020-02-09,2020-04-09,1579,1579,5689.4625
2,2020-03-18,2020-05-18,1580,1580,11762.661799999998
2,2020-03-12,2020-05-12,1581,1581,7309.858499999999
3,2020-02-06,2020-05-06,1582,1582,10914.8688
2,2020-01-13,2020-03-13,1583,1583,8662.8768
1,2020-01-29,2020-02-29,1584,1584,7590.8425
1,2020-03-05,2020-04-05,1585,1585,11936.80242857143
1,2020-01-24,2020-02-24,1586,1586,11896.912
1,2020-01-15,2020-02-15,1587,1587,10071.113399999998
3,2020-01-22,2020-04-22,1588,1588,9993.501428571428
1,2020-02-29,2020-03-29,1589,1589,13188.12
2,2020-03-24,2020-05-24,1590,1590,8712.89875
1,2020-02-13,2020-03-13,1591,1591,6087.8252999999995
1,2020-01-19,2020-02-19,1592,1592,11050.02025
2,2020-03-17,2020-05-17,1593,1593,9557.112500000001
3,2020-03-03,2020-06-03,1594,1594,9388.7075
1,2020-01-28,2020-02-28,1595,1595,13641.423
1,2020-03-11,2020-04-11,1596,1596,5543.789600000001
1,2020-03-04,2020-04-04,1597,1597,8386.157
1,2020-02-09,2020-03-09,1598,1598,12644.434500000001
1,2020-02-28,2020-03-28,1599,1599,12333.642300000001
1,2020-02-24,2020-03-24,1600,1600,10333.313142857141
2,2020-02-28,2020-04-28,1601,1601,12554.206499999998
1,2020-03-25,2020-04-25,1602,1602,7195.085599999999
1,2020-02-07,2020-03-07,1603,1603,11864.338249999999
1,2020-03-29,2020-04-29,1604,1604,11706.067714285713
1,2020-03-02,2020-04-02,1605,1605,9500.37495
1,2020-03-02,2020-04-02,1606,1606,9955.0942
1,2020-03-24,2020-04-24,1607,1607,8990.252
1,2020-01-10,2020-02-10,1608,1608,8078.063399999999
1,2020-03-08,2020-04-08,1609,1609,11874.458
1,2020-02-16,2020-03-16,1610,1610,10928.7944
1,2020-03-27,2020-04-27,1611,1611,14381.8385
2,2020-01-18,2020-03-18,1612,1612,13180.827599999999
1,2020-03-13,2020-04-13,1613,1613,11940.5325
2,2020-03-25,2020-05-25,1614,1614,9847.520999999999
1,2020-02-27,2020-03-27,1615,1615,9187.342499999999
1,2020-01-24,2020-02-24,1616,1616,9730.471799999998
1,2020-02-10,2020-03-10,1617,1617,12439.126071428573
1,2020-01-30,2020-02-29,1618,1618,11399.731
1,2020-01-10,2020-02-10,1619,1619,10516.4442
1,2020-02-14,2020-03-14,1620,1620,10689.267899999999
1,2020-01-02,2020-02-02,1621,1621,15268.8642
1,2020-03-29,2020-04-29,1622,1622,8105.811600000001
1,2020-02-19,2020-03-19,1623,1623,12336.804399999999
1,2020-03-15,2020-04-15,1624,1624,10202.3148
1,2020-03-26,2020-04-26,1625,1625,10444.612
1,2020-03-28,2020-04-28,1626,1626,12831.3692
1,2020-01-22,2020-02-22,1627,1627,4315.72575
1,2020-03-15,2020-04-15,1628,1628,7922.636399999999
1,2020-01-20,2020-02-20,1629,1629,9182.862
2,2020-03-02,2020-05-02,1630,1630,8082.4614999999985
1,2020-03-28,2020-04-28,1631,1631,8776.8978
1,2020-01-21,2020-02-21,1632,1632,11585.4915
3,2020-03-05,2020-06-05,1633,1633,11538.497749999999
2,2020-03-16,2020-05-16,1634,1634,9603.446314285715
1,2020-01-17,2020-02-17,1635,1635,10437.298999999999
1,2020-02-05,2020-03-05,1636,1636,12407.0195
1,2020-03-13,2020-04-13,1637,1637,11870.43585
1,2020-02-20,2020-03-20,1638,1638,11780.007
1,2020-02-19,2020-03-19,1639,1639,11074.637250000002
1,2020-02-05,2020-03-05,1640,1640,12730.259249999997
1,2020-02-10,2020-03-10,1641,1641,10716.635
1,2020-01-23,2020-02-23,1642,1642,13939.237199999998
2,2020-01-01,2020-03-01,1643,1643,11476.877999999999
3,2020-02-13,2020-05-13,1644,1644,6098.65575
2,2020-01-02,2020-03-02,1645,1645,11522.362799999999
1,2020-03-03,2020-04-03,1646,1646,6658.331999999999
1,2020-02-09,2020-03-09,1647,1647,5179.68975
1,2020-02-19,2020-03-19,1648,1648,5134.961999999999
2,2020-02-24,2020-04-24,1649,1649,7144.079999999999
3,2020-02-03,2020-05-03,1650,1650,11269.693500000001
1,2020-02-29,2020-03-29,1651,1651,11418.245250000002
1,2020-03-30,2020-04-30,1652,1652,5488.844249999999
1,2020-03-02,2020-04-02,1653,1653,8908.006500000001
1,2020-03-04,2020-04-04,1654,1654,6287.223
1,2020-03-20,2020-04-20,1655,1655,4997.56
1,2020-02-17,2020-03-17,1656,1656,9345.395999999999
1,2020-03-04,2020-04-04,1657,1657,14781.839
1,2020-01-19,2020-02-19,1658,1658,11739.219000000001
1,2020-02-10,2020-03-10,1659,1659,12613.225499999999
1,2020-01-05,2020-02-05,1660,1660,15632.464499999998
1,2020-03-28,2020-04-28,1661,1661,9612.887
1,2020-03-03,2020-04-03,1662,1662,12287.281999999997
2,2020-01-11,2020-03-11,1663,1663,10119.15407142857
1,2020-03-23,2020-04-23,1664,1664,8670.3546
1,2020-01-13,2020-02-13,1665,1665,10585.722
1,2020-01-12,2020-02-12,1666,1666,11112.0726
1,2020-02-08,2020-03-08,1667,1667,9394.3725
1,2020-01-24,2020-02-24,1668,1668,5820.591799999999
1,2020-01-05,2020-02-05,1669,1669,11284.135571428571
2,2020-02-24,2020-04-24,1670,1670,6934.655250000001
1,2020-03-29,2020-04-29,1671,1671,6091.42
1,2020-02-18,2020-03-18,1672,1672,12423.406799999999
1,2020-02-20,2020-03-20,1673,1673,8738.28825
1,2020-01-23,2020-02-23,1674,1674,11904.86507142857
2,2020-01-11,2020-03-11,1675,1675,7570.720714285714
3,2020-03-10,2020-06-10,1676,1676,12808.6577
2,2020-02-18,2020-04-18,1677,1677,11175.191
1,2020-02-13,2020-03-13,1678,1678,7966.329
1,2020-01-02,2020-02-02,1679,1679,13513.960500000001
1,2020-01-01,2020-02-01,1680,1680,9382.24425
1,2020-01-15,2020-02-15,1681,1681,9224.499749999999
1,2020-03-26,2020-04-26,1682,1682,9817.88275
1,2020-02-14,2020-03-14,1683,1683,14511.206499999998
1,2020-01-17,2020-02-17,1684,1684,8548.896999999999
2,2020-01-29,2020-03-29,1685,1685,11280.765999999998
1,2020-01-03,2020-02-03,1686,1686,14632.385999999999
2,2020-03-26,2020-05-26,1687,1687,9158.0905
1,2020-03-21,2020-04-21,1688,1688,7577.761499999999
2,2020-03-20,2020-05-20,1689,1689,6242.804250000001
1,2020-01-30,2020-02-29,1690,1690,7396.45575
1,2020-02-28,2020-03-28,1691,1691,10377.9195
1,2020-01-14,2020-02-14,1692,1692,8720.30445
1,2020-01-11,2020-02-11,1693,1693,10843.428
2,2020-02-24,2020-04-24,1694,1694,12818.530250000002
1,2020-02-28,2020-03-28,1695,1695,5554.50675
2,2020-03-16,2020-05-16,1696,1696,10108.773142857142
1,2020-01-16,2020-02-16,1697,1697,11525.909678571426
1,2020-01-01,2020-02-01,1698,1698,8193.7015
1,2020-04-01,2020-05-01,1699,1699,4825.9619999999995
1,2020-01-11,2020-02-11,1700,1700,9400.398
2,2020-01-17,2020-03-17,1701,1701,8585.616500000002
1,2020-01-11,2020-02-11,1702,1702,9840.02775
2,2020-01-19,2020-03-19,1703,1703,7780.8980999999985
1,2020-01-12,2020-02-12,1704,1704,11834.905999999997
3,2020-01-18,2020-04-18,1705,1705,8525.103999999998
2,2020-03-11,2020-05-11,1706,1706,12638.717999999999
1,2020-01-19,2020-02-19,1707,1707,11407.043999999998
1,2020-02-24,2020-03-24,1708,1708,8020.277089285714
1,2020-02-10,2020-03-10,1709,1709,8893.720399999998
2,2020-03-21,2020-05-21,1710,1710,11619.079800000001
1,2020-03-13,2020-04-13,1711,1711,9158.83725
1,2020-01-23,2020-02-23,1712,1712,8169.827571428571
1,2020-02-16,2020-03-16,1713,1713,8732.031
1,2020-02-13,2020-03-13,1714,1714,7538.673
1,2020-02-20,2020-03-20,1715,1715,7469.966849999999
1,2020-02-04,2020-03-04,1716,1716,7816.375714285714
1,2020-01-03,2020-02-03,1717,1717,7311.3108
3,2020-02-14,2020-05-14,1718,1718,11627.052000000001
1,2020-03-21,2020-04-21,1719,1719,8813.2465
1,2020-03-28,2020-04-28,1720,1720,11848.913999999999
1,2020-03-29,2020-04-29,1721,1721,9277.1173
1,2020-03-10,2020-04-10,1722,1722,9211.586125
1,2020-01-12,2020-02-12,1723,1723,12711.1785
3,2020-01-10,2020-04-10,1724,1724,11562.934500000001
1,2020-02-21,2020-03-21,1725,1725,7041.183
1,2020-02-06,2020-03-06,1726,1726,10374.366
1,2020-03-24,2020-04-24,1727,1727,11623.3028
3,2020-03-22,2020-06-22,1728,1728,9466.4725
3,2020-01-11,2020-04-11,1729,1729,9351.807750000002
1,2020-02-12,2020-03-12,1730,1730,8400.5255
1,2020-01-27,2020-02-27,1731,1731,11856.25275
1,2020-03-15,2020-04-15,1732,1732,11456.65395
1,2020-03-24,2020-04-24,1733,1733,5716.0365
1,2020-01-26,2020-02-26,1734,1734,12063.591750000001
1,2020-01-10,2020-02-10,1735,1735,12209.903250000001
1,2020-02-26,2020-03-26,1736,1736,10450.998000000001
1,2020-01-11,2020-02-11,1737,1737,11444.680200000003
2,2020-02-13,2020-04-13,1738,1738,13728.2829
1,2020-02-24,2020-03-24,1739,1739,10344.331199999999
1,2020-01-01,2020-02-01,1740,1740,7865.8525
3,2020-01-31,2020-04-30,1741,1741,14697.5438
2,2020-01-16,2020-03-16,1742,1742,8046.220949999999
1,2020-01-02,2020-02-02,1743,1743,12248.76
1,2020-01-11,2020-02-11,1744,1744,8831.426000000001
1,2020-02-27,2020-03-27,1745,1745,9762.00525
3,2020-01-15,2020-04-15,1746,1746,8456.344142857142
1,2020-03-13,2020-04-13,1747,1747,9334.45225
1,2020-03-16,2020-04-16,1748,1748,12852.545999999997
2,2020-02-02,2020-04-02,1749,1749,4768.3335
2,2020-02-25,2020-04-25,1750,1750,7396.018
1,2020-02-19,2020-03-19,1751,1751,10080.1465
1,2020-03-15,2020-04-15,1752,1752,8060.8057499999995
2,2020-02-29,2020-04-29,1753,1753,11379.723249999997
1,2020-03-18,2020-04-18,1754,1754,8297.422499999999
1,2020-01-05,2020-02-05,1755,1755,11468.623285714284
1,2020-02-14,2020-03-14,1756,1756,9249.090999999999
1,2020-01-26,2020-02-26,1757,1757,10153.5855
2,2020-01-18,2020-03-18,1758,1758,11907.598250000001
1,2020-01-20,2020-02-20,1759,1759,10396.304999999998
1,2020-02-06,2020-03-06,1760,1760,7648.264999999999
2,2020-01-05,2020-03-05,1761,1761,12531.080057142855
3,2020-01-16,2020-04-16,1762,1762,12861.67695
2,2020-03-14,2020-05-14,1763,1763,11286.5958
3,2020-02-02,2020-05-02,1764,1764,9231.498599999999
1,2020-03-20,2020-04-20,1765,1765,9144.752
1,2020-01-08,2020-02-08,1766,1766,8627.483057142856
1,2020-02-23,2020-03-23,1767,1767,9572.227749999998
1,2020-02-13,2020-03-13,1768,1768,7187.5872
1,2020-03-21,2020-04-21,1769,1769,6891.781500000001
3,2020-03-04,2020-06-04,1770,1770,8493.998
2,2020-03-03,2020-05-03,1771,1771,12043.468125000001
1,2020-03-28,2020-04-28,1772,1772,8567.333999999999
1,2020-03-20,2020-04-20,1773,1773,2195.2905
1,2020-02-13,2020-03-13,1774,1774,10641.1875
1,2020-03-02,2020-04-02,1775,1775,5756.90175
1,2020-03-14,2020-04-14,1776,1776,11952.2745
2,2020-03-24,2020-05-24,1777,1777,7585.538
2,2020-03-17,2020-05-17,1778,1778,10074.4815
1,2020-01-09,2020-02-09,1779,1779,9218.242499999998
2,2020-01-30,2020-03-30,1780,1780,10885.142999999998
2,2020-01-23,2020-03-23,1781,1781,13326.022285714285
1,2020-01-25,2020-02-25,1782,1782,7047.99645
1,2020-03-17,2020-04-17,1783,1783,11539.605
2,2020-03-01,2020-05-01,1784,1784,12847.807999999999
1,2020-03-03,2020-04-03,1785,1785,10107.286999999998
1,2020-01-15,2020-02-15,1786,1786,7116.34725
1,2020-02-11,2020-03-11,1787,1787,5788.0335
1,2020-03-20,2020-04-20,1788,1788,7313.2884
3,2020-02-20,2020-05-20,1789,1789,11349.930499999999
1,2020-01-26,2020-02-26,1790,1790,13052.572
1,2020-02-25,2020-03-25,1791,1791,8421.207900000001
1,2020-03-28,2020-04-28,1792,1792,7195.811750000001
2,2020-02-11,2020-04-11,1793,1793,12339.544199999998
1,2020-01-11,2020-02-11,1794,1794,10817.5235
1,2020-02-23,2020-03-23,1795,1795,6589.7752
1,2020-03-01,2020-04-01,1796,1796,10755.054
2,2020-03-07,2020-05-07,1797,1797,11591.7024
2,2020-03-01,2020-05-01,1798,1798,7793.62375
1,2020-01-19,2020-02-19,1799,1799,12199.275857142857
1,2020-04-01,2020-05-01,1800,1800,11130.34995
1,2020-02-15,2020-03-15,1801,1801,7643.218
3,2020-03-30,2020-06-30,1802,1802,8837.5442
1,2020-02-01,2020-03-01,1803,1803,3732.8435999999997
1,2020-03-05,2020-04-05,1804,1804,12257.618
1,2020-02-16,2020-03-16,1805,1805,11536.0618
1,2020-01-12,2020-02-12,1806,1806,5916.2685
1,2020-03-24,2020-04-24,1807,1807,11412.6987
1,2020-02-29,2020-03-29,1808,1808,10785.4596
1,2020-02-16,2020-03-16,1809,1809,11763.6094
1,2020-03-17,2020-04-17,1810,1810,10162.7319
1,2020-01-04,2020-02-04,1811,1811,8690.419
1,2020-01-04,2020-02-04,1812,1812,11506.027
1,2020-01-17,2020-02-17,1813,1813,7841.492999999999
1,2020-02-23,2020-03-23,1814,1814,10307.54475
1,2020-02-25,2020-03-25,1815,1815,9961.387499999999
1,2020-02-27,2020-03-27,1816,1816,10924.592
2,2020-01-02,2020-03-02,1817,1817,6119.745
1,2020-03-22,2020-04-22,1818,1818,9323.766
1,2020-01-22,2020-02-22,1819,1819,10097.996400000002
1,2020-02-19,2020-03-19,1820,1820,14302.044399999999
1,2020-03-28,2020-04-28,1821,1821,7734.501749999999
1,2020-01-15,2020-02-15,1822,1822,7948.716
1,2020-01-20,2020-02-20,1823,1823,12249.5634
3,2020-02-24,2020-05-24,1824,1824,13121.582000000002
1,2020-03-16,2020-04-16,1825,1825,11329.514428571427
1,2020-01-24,2020-02-24,1826,1826,11685.4015
1,2020-02-20,2020-03-20,1827,1827,14351.093
3,2020-03-03,2020-06-03,1828,1828,10661.697375
1,2020-01-31,2020-02-29,1829,1829,9347.559
1,2020-03-26,2020-04-26,1830,1830,10569.1905
2,2020-02-17,2020-04-17,1831,1831,10150.495499999999
1,2020-02-27,2020-03-27,1832,1832,9796.124
1,2020-03-27,2020-04-27,1833,1833,10384.820499999998
1,2020-03-31,2020-04-30,1834,1834,13049.636499999999
2,2020-01-19,2020-03-19,1835,1835,10068.912142857143
1,2020-01-24,2020-02-24,1836,1836,9336.280499999999
3,2020-02-10,2020-05-10,1837,1837,10489.784857142857
1,2020-01-08,2020-02-08,1838,1838,4620.683
3,2020-03-23,2020-06-23,1839,1839,10298.599199999999
1,2020-01-15,2020-02-15,1840,1840,14098.125
1,2020-03-23,2020-04-23,1841,1841,9488.84925
3,2020-02-02,2020-05-02,1842,1842,9416.26
2,2020-01-23,2020-03-23,1843,1843,8286.482428571428
1,2020-03-28,2020-04-28,1844,1844,5778.4545
1,2020-02-25,2020-03-25,1845,1845,9854.658899999999
2,2020-01-09,2020-03-09,1846,1846,10980.345900000002
1,2020-02-27,2020-03-27,1847,1847,11387.371000000001
3,2020-02-29,2020-05-29,1848,1848,6204.735449999998
1,2020-04-01,2020-05-01,1849,1849,8092.853464285713
1,2020-01-17,2020-02-17,1850,1850,10526.585285714285
3,2020-02-20,2020-05-20,1851,1851,8873.553
1,2020-03-16,2020-04-16,1852,1852,13791.98325
1,2020-01-05,2020-02-05,1853,1853,14855.2265
1,2020-02-16,2020-03-16,1854,1854,8715.460875
1,2020-01-20,2020-02-20,1855,1855,12106.455199999999
2,2020-01-04,2020-03-04,1856,1856,10828.626899999997
2,2020-01-28,2020-03-28,1857,1857,11911.821249999999
1,2020-01-21,2020-02-21,1858,1858,10625.158125
1,2020-03-22,2020-04-22,1859,1859,11706.732799999998
3,2020-03-10,2020-06-10,1860,1860,13020.075499999999
1,2020-03-09,2020-04-09,1861,1861,9630.062249999999
1,2020-01-11,2020-02-11,1862,1862,10268.193599999999
1,2020-02-03,2020-03-03,1863,1863,8998.389
1,2020-03-11,2020-04-11,1864,1864,11675.4105
2,2020-03-06,2020-05-06,1865,1865,12490.4289
1,2020-02-01,2020-03-01,1866,1866,12181.5628
1,2020-02-14,2020-03-14,1867,1867,3105.8207999999995
1,2020-02-13,2020-03-13,1868,1868,8666.523
1,2020-01-24,2020-02-24,1869,1869,5352.3126
2,2020-03-23,2020-05-23,1870,1870,12565.4541
2,2020-03-20,2020-05-20,1871,1871,9976.312199999998
1,2020-03-09,2020-04-09,1872,1872,10529.881285714286
2,2020-02-01,2020-04-01,1873,1873,12781.2597
1,2020-01-17,2020-02-17,1874,1874,9477.1124
1,2020-03-20,2020-04-20,1875,1875,8651.25325
2,2020-02-05,2020-04-05,1876,1876,7683.527785714285
1,2020-02-17,2020-03-17,1877,1877,13642.041
1,2020-01-08,2020-02-08,1878,1878,9625.169750000001
1,2020-03-18,2020-04-18,1879,1879,10005.2243
2,2020-02-02,2020-04-02,1880,1880,10604.18475
1,2020-03-22,2020-04-22,1881,1881,9688.77225
2,2020-01-31,2020-03-31,1882,1882,9932.26425
1,2020-03-28,2020-04-28,1883,1883,9487.989199999998
1,2020-03-04,2020-04-04,1884,1884,11124.656625
1,2020-01-31,2020-02-29,1885,1885,11087.063464285715
1,2020-02-26,2020-03-26,1886,1886,6739.89255
1,2020-01-25,2020-02-25,1887,1887,11655.634499999998
2,2020-02-01,2020-04-01,1888,1888,11517.5115
1,2020-03-12,2020-04-12,1889,1889,8994.88185
1,2020-02-09,2020-03-09,1890,1890,11318.391899999999
1,2020-02-05,2020-03-05,1891,1891,6809.020999999999
2,2020-01-13,2020-03-13,1892,1892,8409.95
1,2020-03-20,2020-04-20,1893,1893,12471.24
1,2020-01-29,2020-02-29,1894,1894,8585.256
2,2020-01-03,2020-03-03,1895,1895,7718.253500000002
1,2020-01-01,2020-02-01,1896,1896,8947.867499999998
1,2020-01-09,2020-02-09,1897,1897,8347.4805
1,2020-03-03,2020-04-03,1898,1898,10126.300799999999
2,2020-02-15,2020-04-15,1899,1899,9097.063
3,2020-01-25,2020-04-25,1900,1900,8022.1653
1,2020-01-08,2020-02-08,1901,1901,8213.606249999999
1,2020-01-05,2020-02-05,1902,1902,6447.284999999999
1,2020-01-30,2020-02-29,1903,1903,9752.304857142857
1,2020-02-20,2020-03-20,1904,1904,14545.5055
1,2020-01-11,2020-02-11,1905,1905,9494.2516
1,2020-01-03,2020-02-03,1906,1906,7134.222900000001
2,2020-03-26,2020-05-26,1907,1907,11663.462500000003
1,2020-01-26,2020-02-26,1908,1908,13238.25525
2,2020-01-29,2020-03-29,1909,1909,10566.3168
1,2020-01-19,2020-02-19,1910,1910,12608.3433
1,2020-03-14,2020-04-14,1911,1911,6085.2915
1,2020-01-15,2020-02-15,1912,1912,14044.822499999998
2,2020-02-06,2020-04-06,1913,1913,7315.575
1,2020-02-17,2020-03-17,1914,1914,7613.708500000001
1,2020-01-26,2020-02-26,1915,1915,9275.4075
2,2020-02-05,2020-04-05,1916,1916,12766.7058
1,2020-01-03,2020-02-03,1917,1917,14027.57
2,2020-03-17,2020-05-17,1918,1918,8410.1148
1,2020-03-24,2020-04-24,1919,1919,6841.9295
1,2020-03-25,2020-04-25,1920,1920,13351.257285714288
1,2020-02-16,2020-03-16,1921,1921,6190.0425000000005
1,2020-01-03,2020-02-03,1922,1922,11256.663999999999
1,2020-01-01,2020-02-01,1923,1923,11495.59457142857
1,2020-01-14,2020-02-14,1924,1924,6731.152999999999
2,2020-01-24,2020-03-24,1925,1925,12411.618449999998
2,2020-01-12,2020-03-12,1926,1926,10176.194
2,2020-02-24,2020-04-24,1927,1927,10957.706499999998
2,2020-02-20,2020-04-20,1928,1928,10374.8295
1,2020-02-25,2020-03-25,1929,1929,8807.6433
1,2020-03-10,2020-04-10,1930,1930,11069.229749999999
2,2020-01-12,2020-03-12,1931,1931,10346.129285714285
1,2020-03-15,2020-04-15,1932,1932,14621.0457
1,2020-03-13,2020-04-13,1933,1933,7341.221999999999
1,2020-03-13,2020-04-13,1934,1934,9810.4925
3,2020-01-20,2020-04-20,1935,1935,9866.24125
3,2020-01-12,2020-04-12,1936,1936,8470.205
1,2020-03-25,2020-04-25,1937,1937,7142.902857142857
1,2020-02-02,2020-03-02,1938,1938,10298.4344
3,2020-04-01,2020-07-01,1939,1939,9330.872999999998
1,2020-02-19,2020-03-19,1940,1940,8749.644
1,2020-03-01,2020-04-01,1941,1941,11505.97035
1,2020-03-21,2020-04-21,1942,1942,10994.22
1,2020-03-22,2020-04-22,1943,1943,10671.932999999999
1,2020-01-14,2020-02-14,1944,1944,11706.526799999998
2,2020-01-22,2020-03-22,1945,1945,11542.957649999998
2,2020-02-03,2020-04-03,1946,1946,11386.732399999999
1,2020-01-04,2020-02-04,1947,1947,9950.6755
1,2020-01-17,2020-02-17,1948,1948,9155.8142
2,2020-01-06,2020-03-06,1949,1949,13054.323
1,2020-02-06,2020-03-06,1950,1950,11224.012999999999
1,2020-03-20,2020-04-20,1951,1951,8324.8205
3,2020-01-30,2020-04-30,1952,1952,12053.162999999997
1,2020-01-07,2020-02-07,1953,1953,11944.704
1,2020-03-17,2020-04-17,1954,1954,15485.1436
1,2020-03-10,2020-04-10,1955,1955,10732.085000000001
2,2020-01-04,2020-03-04,1956,1956,9709.449499999999
1,2020-02-15,2020-03-15,1957,1957,9777.687
1,2020-02-24,2020-03-24,1958,1958,13082.133
1,2020-03-17,2020-04-17,1959,1959,9926.39325
1,2020-03-11,2020-04-11,1960,1960,10412.358285714286
2,2020-01-28,2020-03-28,1961,1961,10528.4025
2,2020-03-04,2020-05-04,1962,1962,10794.2352
1,2020-03-25,2020-04-25,1963,1963,8238.9082
1,2020-02-14,2020-03-14,1964,1964,12075.5655
1,2020-02-27,2020-03-27,1965,1965,12080.0975
1,2020-01-26,2020-02-26,1966,1966,11381.088
1,2020-01-13,2020-02-13,1967,1967,9608.6125
1,2020-03-08,2020-04-08,1968,1968,8744.31375
1,2020-01-30,2020-02-29,1969,1969,9981.847714285715
1,2020-02-27,2020-03-27,1970,1970,11333.4402
1,2020-01-07,2020-02-07,1971,1971,8666.7084
1,2020-01-23,2020-02-23,1972,1972,8143.077000000001
1,2020-02-04,2020-03-04,1973,1973,7812.601499999999
1,2020-01-02,2020-02-02,1974,1974,7902.649249999999
1,2020-02-06,2020-03-06,1975,1975,5917.581749999999
1,2020-04-01,2020-05-01,1976,1976,13724.1114
2,2020-03-07,2020-05-07,1977,1977,12776.60925
1,2020-02-28,2020-03-28,1978,1978,10866.417599999999
1,2020-03-07,2020-04-07,1979,1979,5936.49255
1,2020-03-02,2020-04-02,1980,1980,10034.388749999998
2,2020-02-14,2020-04-14,1981,1981,11269.583142857142
1,2020-03-28,2020-04-28,1982,1982,13010.98575
1,2020-01-18,2020-02-18,1983,1983,9071.416
2,2020-02-29,2020-04-29,1984,1984,5142.996
3,2020-01-14,2020-04-14,1985,1985,11290.357874999998
1,2020-01-16,2020-02-16,1986,1986,9877.50945
1,2020-03-03,2020-04-03,1987,1987,7195.683
1,2020-03-06,2020-04-06,1988,1988,13465.396
1,2020-02-13,2020-03-13,1989,1989,9077.686124999998
1,2020-01-08,2020-02-08,1990,1990,8098.117499999999
1,2020-02-11,2020-03-11,1991,1991,11083.366499999998
1,2020-03-15,2020-04-15,1992,1992,11230.296000000002
1,2020-02-06,2020-03-06,1993,1993,11333.899285714286
1,2020-01-17,2020-02-17,1994,1994,12307.019375
1,2020-01-03,2020-02-03,1995,1995,8738.107999999998
1,2020-03-27,2020-04-27,1996,1996,11100.31
1,2020-02-01,2020-03-01,1997,1997,10937.157999999998
2,2020-02-11,2020-04-11,1998,1998,12196.848
2,2020-02-02,2020-04-02,1999,1999,14194.254900000002
2,2020-02-04,2020-04-04,2000,2000,10185.999600000001
